# Sources: GeoNames cities15000 + admin1CodesASCII + countryInfo (CC BY 4.0, geonames.org);
# Natural Earth 110m admin_0 countries (public domain, naturalearthdata.com).
# Regenerate: luna/scripts/gen_place_data.py
AZ	Bilasuvar District	Bilasuvar District
AZ	Neftçala	Neftcala
AZ	Nakhchivan	Nakhchivan
AZ	Masally	Masally
AZ	Lerik District	Lerik District
AZ	Lənkəran	Lankaran
AZ	Lachin Rayon	Lachin Rayon
AZ	Qubadlı	Qubadli
AZ	İmişli	Imisli
AZ	Fuzuli District	Fuzuli District
AZ	Jabrayil	Jabrayil
AZ	Jalilabad	Jalilabad
AZ	Astara	Astara
AZ	Khojaly	Khojaly
AZ	Ağcabǝdi	Aghjabadi Rayon
AZ	Ağdam	Agdam
AZ	Shirvan	Shirvan
AZ	Lankaran Sahari	Lankaran Sahari
AZ	Shusha City	Shusha City
AZ	Tartar District	Tartar District
AZ	Xankǝndi	Xankandi Sahari
AZ	Khojavend	Khojavend
AZ	Zardab	Zardab
AZ	Zaqatala District	Zaqatala District
AZ	Yevlax	Yevlax
AZ	Oğuz	Oguz
AZ	Ucar	Ucar
AZ	Tovuz District	Tovuz District
AZ	Şamaxı	Samaxi
AZ	Shaki	Shaki
AZ	Şǝmkir	Shamkir Rayon
AZ	Kurdamir District	Kurdamir District
AZ	Qabala District	Qabala District
AZ	Qusar District	Qusar District
AZ	Quba	Quba
AZ	Goygol Rayon	Goygol Rayon
AZ	Xaçmaz	Xacmaz
AZ	Kalbajar	Kalbajar
AZ	Qazax	Qazax
AZ	Goranboy District	Goranboy District
AZ	Qax	Qax
AZ	Ismayilli District	Ismayilli District
AZ	Göyçay	Goeycay
AZ	Shabran	Shabran
AZ	Daşkǝsǝn	Dashkasan Rayon
AZ	Balakan District	Balakan District
AZ	Barda	Barda
AZ	Baki	Baki
AZ	Abşeron	Abseron
AZ	Agsu District	Agsu District
AZ	Ağdaş	Agdas
AZ	Gadabay District	Gadabay District
AZ	Ağstafa	Agstafa
AZ	Gǝncǝ	Ganja City
AZ	Mingacevir City	Mingacevir City
AZ	Naftalan	Naftalan
AZ	Qobustan	Qobustan
AZ	Samux	Samux
AZ	Shaki City	Shaki City
AZ	Siyǝzǝn	Siazan Rayon
AZ	Sumqayit	Sumqayit
AZ	Xızı	Xizi
AZ	Yevlax City	Yevlax City
AZ	Hacıqabul	Haciqabul
BA	Federation of B&H	Federation of B&H
BA	Srpska	Srpska
BA	Brčko	Brcko
BB	Saint Thomas	Saint Thomas
BB	Saint Philip	Saint Philip
BB	Saint Peter	Saint Peter
BB	Saint Michael	Saint Michael
BB	Saint Lucy	Saint Lucy
BB	Saint Joseph	Saint Joseph
BB	Saint John	Saint John
BB	Saint James	Saint James
BB	Saint George	Saint George
BB	Saint Andrew	Saint Andrew
BB	Christ Church	Christ Church
BD	Rajshahi Division	Rajshahi Division
BD	Dhaka Division	Dhaka Division
BD	Chittagong	Chittagong
BD	Khulna Division	Khulna Division
BD	Barisal Division	Barisal Division
BD	Sylhet Division	Sylhet Division
BD	Rangpur Division	Rangpur Division
BD	Mymensingh Division	Mymensingh Division
BE	Brussels Capital	Brussels Capital
BE	Wallonia	Wallonia
BE	Flanders	Flanders
BF	Boucle du Mouhoun	Boucle du Mouhoun
BF	Cascades Region	Cascades Region
BF	Centre	Centre
BF	Centre-Est	Centre-Est
BF	Centre-Nord	Centre-Nord
BF	Centre-Ouest	Centre-Ouest
BF	Centre-Sud	Centre-Sud
BF	Est	Est
BF	Hauts-Bassins	Hauts-Bassins
BF	Nord	Nord
BF	Plateau-Central	Plateau-Central
BF	Sahel	Sahel
BF	Sud-Ouest	Sud-Ouest
BG	Razgrad	Razgrad
BG	Montana	Montana
BG	Vratsa	Vratsa
BG	Varna	Varna
BG	Dobrich	Dobrich
BG	Sofia	Sofia
BG	Ruse	Ruse
BG	Plovdiv	Plovdiv
BG	Pleven	Pleven
BG	Pernik	Pernik
BG	Pazardzhik	Pazardzhik
BG	Lovech	Lovech
BG	Haskovo	Haskovo
BG	Sofia-Capital	Sofia-Capital
BG	Burgas	Burgas
BG	Blagoevgrad	Blagoevgrad
BG	Gabrovo	Gabrovo
BG	Kardzhali	Kardzhali
BG	Kyustendil	Kyustendil
BG	Shumen	Shumen
BG	Silistra	Silistra
BG	Sliven	Sliven
BG	Smolyan	Smolyan
BG	Stara Zagora	Stara Zagora
BG	Targovishte	Targovishte
BG	Veliko Tarnovo	Veliko Tarnovo
BG	Vidin	Vidin
BG	Yambol	Yambol
BH	Muharraq	Muharraq
BH	Manama	Manama
BH	Southern Governorate	Southern Governorate
BH	Northern	Northern
BI	Makamba	Makamba
BI	Bururi	Bururi
BI	Muramvya	Muramvya
BI	Gitega	Gitega
BI	Ruyigi	Ruyigi
BI	Cankuzo	Cankuzo
BI	Bubanza	Bubanza
BI	Cibitoke	Cibitoke
BI	Ngozi	Ngozi
BI	Kayanza	Kayanza
BI	Muyinga	Muyinga
BI	Kirundo	Kirundo
BI	Rutana	Rutana
BI	Bujumbura Mairie	Bujumbura Mairie
BI	Bujumbura Rural	Bujumbura Rural
BI	Rumonge	Rumonge
BJ	Zou	Zou
BJ	Ouémé	Oueme
BJ	Mono	Mono
BJ	Borgou	Borgou
BJ	Atlantique	Atlantique
BJ	Atakora	Atakora
BJ	Alibori	Alibori
BJ	Collines	Collines
BJ	Kouffo	Kouffo
BJ	Donga	Donga
BJ	Littoral	Littoral
BJ	Plateau	Plateau
BM	Warwick	Warwick
BM	Southampton	Southampton
BM	Smithʼs	Smith's Parish
BM	Sandys	Sandys
BM	Saint Georgeʼs	Saint George's Parish
BM	Saint George	Saint George
BM	Pembroke	Pembroke
BM	Paget	Paget
BM	Hamilton	Hamilton
BM	Hamilton city	Hamilton city
BM	Devonshire	Devonshire
BN	Tutong	Tutong
BN	Temburong	Temburong
BN	Brunei-Muara District	Brunei-Muara District
BN	Belait	Belait
BO	Tarija Department	Tarija Department
BO	Santa Cruz Department	Santa Cruz Department
BO	Potosí Department	Potosi Department
BO	Pando	Pando
BO	Oruro	Oruro
BO	La Paz Department	La Paz Department
BO	Cochabamba	Cochabamba
BO	Chuquisaca Department	Chuquisaca Department
BO	Beni Department	Beni Department
BQ	Bonaire	Bonaire
BQ	Saba	Saba
BQ	Sint Eustatius	Sint Eustatius
BR	Rio Grande do Norte	Rio Grande do Norte
BR	Piauí	Piaui
BR	Pernambuco	Pernambuco
BR	Paraíba	Paraiba
BR	Pará	Para
BR	Maranhão	Maranhao
BR	Ceará	Ceara
BR	Amapá	Amapa
BR	Alagoas	Alagoas
BR	Sergipe	Sergipe
BR	São Paulo	Sao Paulo
BR	Santa Catarina	Santa Catarina
BR	Rio Grande do Sul	Rio Grande do Sul
BR	Rio de Janeiro	Rio de Janeiro
BR	Paraná	Parana
BR	Minas Gerais	Minas Gerais
BR	Mato Grosso do Sul	Mato Grosso do Sul
BR	Mato Grosso	Mato Grosso
BR	Goiás	Goias
BR	Federal District	Federal District
BR	Espírito Santo	Espirito Santo
BR	Bahia	Bahia
BR	Tocantins	Tocantins
BR	Roraima	Roraima
BR	Amazonas	Amazonas
BR	Acre	Acre
BR	Rondônia	Rondonia
BS	San Salvador	San Salvador
BS	Ragged Island	Ragged Island
BS	Berry Islands	Berry Islands
BS	New Providence	New Providence
BS	Mayaguana	Mayaguana
BS	Long Island	Long Island
BS	Inagua	Inagua
BS	Harbour Island	Harbour Island
BS	Freeport	Freeport
BS	Exuma	Exuma
BS	Cat Island	Cat Island
BS	Bimini	Bimini
BS	Acklins	Acklins
BS	Black Point	Black Point
BS	Central Abaco	Central Abaco
BS	Central Andros	Central Andros
BS	Central Eleuthera	Central Eleuthera
BS	Crooked Island and Long Cay	Crooked Island and Long Cay
BS	East Grand Bahama	East Grand Bahama
BS	Grand Cay	Grand Cay
BS	Hope Town	Hope Town
BS	Mangrove Cay	Mangrove Cay
BS	Moore’s Island	Moore's Island
BS	North Abaco	North Abaco
BS	North Andros	North Andros
BS	North Eleuthera	North Eleuthera
BS	Rum Cay	Rum Cay
BS	South Abaco	South Abaco
BS	South Andros	South Andros
BS	South Eleuthera	South Eleuthera
BS	Spanish Wells	Spanish Wells
BS	West Grand Bahama	West Grand Bahama
BT	Bumthang District	Bumthang District
BT	Chukha	Chukha
BT	Dagana	Dagana
BT	Tsirang District	Tsirang District
BT	Sarpang District	Sarpang District
BT	Haa	Haa
BT	Lhuntse	Lhuntse
BT	Mongar	Mongar
BT	Paro	Paro
BT	Pemagatshel	Pemagatshel
BT	Punakha	Punakha
BT	Samtse District	Samtse District
BT	Samdrup Jongkhar	Samdrup Jongkhar
BT	Zhemgang District	Zhemgang District
BT	Trashigang District	Trashigang District
BT	Thimphu District	Thimphu District
BT	Tongsa	Tongsa
BT	Wangdi Phodrang	Wangdi Phodrang
BT	Gasa	Gasa
BT	Trashi Yangste	Trashi Yangste
BW	Ngwaketsi	Ngwaketsi
BW	South-East	South-East
BW	North-East	North-East
BW	North-West	North-West
BW	Kweneng	Kweneng
BW	Kgatleng	Kgatleng
BW	Kgalagadi	Kgalagadi
BW	Ghanzi	Ghanzi
BW	Chobe	Chobe
BW	Central	Central
BW	City of Francistown	City of Francistown
BW	Gaborone	Gaborone
BW	Jwaneng	Jwaneng
BW	Lobatse	Lobatse
BW	Selibe Phikwe	Selibe Phikwe
BW	Sowa Town	Sowa Town
BY	Vitebsk	Vitebsk
BY	Mogilev	Mogilev
BY	Minsk	Minsk
BY	Minsk City	Minsk City
BY	Grodnenskaya	Grodnenskaya
BY	Homyel’ Voblasc’	Homyel' Voblasc'
BY	Brest	Brest
BZ	Toledo District	Toledo District
BZ	Southern District	Southern District
BZ	Orange Walk District	Orange Walk District
BZ	Corozal District	Corozal District
BZ	Cayo District	Cayo District
BZ	Belize District	Belize District
CA	Alberta	Alberta
CA	British Columbia	British Columbia
CA	Manitoba	Manitoba
CA	New Brunswick	New Brunswick
CA	Northwest Territories	Northwest Territories
CA	Nova Scotia	Nova Scotia
CA	Nunavut	Nunavut
CA	Ontario	Ontario
CA	Prince Edward Island	Prince Edward Island
CA	Quebec	Quebec
CA	Saskatchewan	Saskatchewan
CA	Yukon	Yukon
CA	Newfoundland and Labrador	Newfoundland and Labrador
CD	Tshuapa	Tshuapa
CD	Tshopo	Tshopo
CD	Tanganyika	Tanganyika
CD	South Kivu	South Kivu
CD	Sankuru	Sankuru
CD	North Kivu	North Kivu
CD	Mongala	Mongala
CD	Maniema	Maniema
CD	Kasai-Central	Kasai-Central
CD	East Kasai	East Kasai
CD	Kasai	Kasai
CD	Ituri	Ituri
CD	Haut-Uele	Haut-Uele
CD	Haut-Lomami	Haut-Lomami
CD	Équateur	Equateur
CD	Bas-Uele	Bas-Uele
CD	Lualaba	Lualaba
CD	Mai-Ndombe	Mai-Ndombe
CD	Kwilu	Kwilu
CD	Kwango	Kwango
CD	Kinshasa	Kinshasa
CD	Bas-Congo	Bas-Congo
CD	Haut-Katanga	Haut-Katanga
CD	Lomami	Lomami
CD	Nord-Ubangi	Nord-Ubangi
CD	Sud-Ubangi	Sud-Ubangi
CF	Vakaga	Vakaga
CF	Ouaka	Ouaka
CF	Mbomou	Mbomou
CF	Haut-Mbomou	Haut-Mbomou
CF	Haute-Kotto	Haute-Kotto
CF	Basse-Kotto	Basse-Kotto
CF	Bamingui-Bangoran	Bamingui-Bangoran
CF	Sangha-Mbaéré	Sangha-Mbaere
CF	Ouham-Pendé	Ouham-Pende
CF	Ouham	Ouham
CF	Ombella-M'Poko	Ombella-M'Poko
CF	Nana-Mambéré	Nana-Mambere
CF	Lobaye	Lobaye
CF	Kémo	Kemo
CF	Mambéré-Kadéï	Mambere-Kadei
CF	Nana-Grébizi	Nana-Grebizi
CF	Bangui	Bangui
CF	Mambéré	Mambere
CF	Ouham-Fafa	Ouham-Fafa
CF	Lim-Pendé	Lim-Pende
CG	Sangha	Sangha
CG	Pool	Pool
CG	Plateaux	Plateaux
CG	Niari	Niari
CG	Likouala	Likouala
CG	Lékoumou	Lekoumou
CG	Kouilou	Kouilou
CG	Cuvette	Cuvette
CG	Bouenza	Bouenza
CG	Brazzaville	Brazzaville
CG	Cuvette-Ouest	Cuvette-Ouest
CG	Pointe-Noire	Pointe-Noire
CH	Zurich	Zurich
CH	Zug	Zug
CH	Vaud	Vaud
CH	Valais	Valais
CH	Uri	Uri
CH	Ticino	Ticino
CH	Thurgau	Thurgau
CH	Solothurn	Solothurn
CH	Schwyz	Schwyz
CH	Schaffhausen	Schaffhausen
CH	Saint Gallen	Saint Gallen
CH	Obwalden	Obwalden
CH	Nidwalden	Nidwalden
CH	Neuchâtel	Neuchatel
CH	Lucerne	Lucerne
CH	Jura	Jura
CH	Grisons	Grisons
CH	Glarus	Glarus
CH	Geneva	Geneva
CH	Fribourg	Fribourg
CH	Bern	Bern
CH	Basel-City	Basel-City
CH	Basel-Landschaft	Basel-Landschaft
CH	Appenzell Ausserrhoden	Appenzell Ausserrhoden
CH	Appenzell Innerrhoden	Appenzell Innerrhoden
CH	Aargau	Aargau
CI	Yamoussoukro	Yamoussoukro
CI	Bas-Sassandra District	Bas-Sassandra District
CI	Comoé District	Comoe District
CI	Denguélé District	Denguele District
CI	Goh-Djiboua	Goh-Djiboua
CI	Lacs District	Lacs District
CI	Lagunes District	Lagunes District
CI	Montagnes	Montagnes
CI	Sassandra-Marahoue	Sassandra-Marahoue
CI	Savanes District	Savanes District
CI	Vallée du Bandama District	Vallee du Bandama District
CI	Woroba	Woroba
CI	Zanzan District	Zanzan District
CI	Abidjan Autonomous District	Abidjan Autonomous District
CK	Aitutaki	Aitutaki
CK	Atiu	Atiu
CK	Mangaia	Mangaia
CK	Manihiki	Manihiki
CK	Ma'uke	Ma'uke
CK	Mitiaro	Mitiaro
CK	Palmerston	Palmerston
CK	Penrhyn	Penrhyn
CK	Pukapuka	Pukapuka
CK	Rakahanga	Rakahanga
CK	Rarotonga	Rarotonga
CL	Valparaiso	Valparaiso
CL	Tarapacá	Tarapaca
CL	Santiago Metropolitan	Santiago Metropolitan
CL	Maule Region	Maule Region
CL	Los Lagos Region	Los Lagos Region
CL	O'Higgins Region	O'Higgins Region
CL	Coquimbo Region	Coquimbo Region
CL	Biobio	Biobio
CL	Atacama	Atacama
CL	Araucania	Araucania
CL	Antofagasta	Antofagasta
CL	Aysén	Aysen
CL	Region of Magallanes	Region of Magallanes
CL	Arica y Parinacota Region	Arica y Parinacota Region
CL	Los Ríos Region	Los Rios Region
CL	Ñuble	Nuble
CM	South-West	South-West
CM	South	South
CM	West	West
CM	North-West	North-West
CM	North	North
CM	Littoral	Littoral
CM	Far North	Far North
CM	East	East
CM	Centre	Centre
CM	Adamaoua	Adamaoua
CN	Tibet	Tibet
CN	Qinghai	Qinghai
CN	Xinjiang	Xinjiang
CN	Zhejiang	Zhejiang
CN	Yunnan	Yunnan
CN	Tianjin	Tianjin
CN	Sichuan	Sichuan
CN	Shanxi	Shanxi
CN	Shanghai	Shanghai
CN	Shandong	Shandong
CN	Shaanxi	Shaanxi
CN	Ningxia	Ningxia
CN	Jiangxi	Jiangxi
CN	Jiangsu	Jiangsu
CN	Hunan	Hunan
CN	Hubei	Hubei
CN	Henan	Henan
CN	Hebei	Hebei
CN	Hainan	Hainan
CN	Guizhou	Guizhou
CN	Guangxi	Guangxi
CN	Guangdong	Guangdong
CN	Gansu	Gansu
CN	Fujian	Fujian
CN	Chongqing	Chongqing
CN	Anhui	Anhui
CN	Inner Mongolia	Inner Mongolia
CN	Liaoning	Liaoning
CN	Jilin	Jilin
CN	Heilongjiang	Heilongjiang
CN	Beijing	Beijing
CO	Vichada Department	Vichada Department
CO	Vaupés	Vaupes
CO	Valle del Cauca Department	Valle del Cauca Department
CO	Tolima Department	Tolima Department
CO	Sucre Department	Sucre Department
CO	Santander Department	Santander Department
CO	San Andres y Providencia	San Andres y Providencia
CO	Risaralda Department	Risaralda Department
CO	Quindío Department	Quindio Department
CO	Putumayo Department	Putumayo Department
CO	Norte de Santander Department	Norte de Santander Department
CO	Nariño	Narino
CO	Meta Department	Meta Department
CO	Magdalena Department	Magdalena Department
CO	La Guajira Department	La Guajira Department
CO	Huila Department	Huila Department
CO	Guaviare Department	Guaviare Department
CO	Guainía Department	Guainia Department
CO	Cundinamarca	Cundinamarca
CO	Córdoba	Cordoba
CO	Chocó	Choco
CO	Cesar Department	Cesar Department
CO	Cauca Department	Cauca Department
CO	Casanare Department	Casanare Department
CO	Caquetá	Caqueta
CO	Caldas Department	Caldas Department
CO	Boyacá	Boyaca
CO	Bolívar	Bolivar
CO	Bogota D.C.	Bogota D.C.
CO	Atlántico	Atlantico
CO	Arauca Department	Arauca Department
CO	Antioquia	Antioquia
CO	Amazonas Department	Amazonas Department
CR	San José	San Jose
CR	Puntarenas Province	Puntarenas Province
CR	Limón Province	Limon Province
CR	Heredia Province	Heredia Province
CR	Guanacaste Province	Guanacaste Province
CR	Cartago Province	Cartago Province
CR	Alajuela Province	Alajuela Province
CU	Villa Clara Province	Villa Clara Province
CU	Santiago de Cuba Province	Santiago de Cuba Province
CU	Sancti Spíritus Province	Sancti Spiritus Province
CU	Pinar del Río	Pinar del Rio
CU	Matanzas Province	Matanzas Province
CU	Las Tunas Province	Las Tunas Province
CU	Isla de la Juventud	Isla de la Juventud
CU	Holguín Province	Holguin Province
CU	Guantánamo Province	Guantanamo Province
CU	Granma Province	Granma Province
CU	Havana	Havana
CU	Cienfuegos Province	Cienfuegos Province
CU	Ciego de Ávila Province	Ciego de Avila Province
CU	Camagüey	Camaguey
CU	Artemisa	Artemisa
CU	Mayabeque	Mayabeque
CV	Tarrafal	Tarrafal
CV	São Vicente	Sao Vicente
CV	Santa Catarina	Santa Catarina
CV	Sal	Sal
CV	Ribeira Grande	Ribeira Grande
CV	Praia	Praia
CV	Paul	Paul
CV	Maio	Maio
CV	Brava	Brava
CV	Boa Vista	Boa Vista
CV	Mosteiros	Mosteiros
CV	Santa Cruz	Santa Cruz
CV	São Domingos	Sao Domingos
CV	São Filipe	Sao Filipe
CV	São Miguel	Sao Miguel
CV	Porto Novo	Porto Novo
CV	Ribeira Brava	Ribeira Brava
CV	Santa Catarina do Fogo	Santa Catarina do Fogo
CV	São Salvador do Mundo	Sao Salvador do Mundo
CV	Tarrafal de São Nicolau	Tarrafal de Sao Nicolau
CV	São Lourenço dos Órgãos	Sao Lourenco dos Orgaos
CV	Ribeira Grande de Santiago	Ribeira Grande de Santiago
CY	Pafos	Pafos
CY	Nicosia	Nicosia
CY	Limassol	Limassol
CY	Larnaka	Larnaka
CY	Keryneia	Keryneia
CY	Ammochostos	Ammochostos
CZ	Prague	Prague
CZ	South Moravian	South Moravian
CZ	South Bohemian Region	South Bohemian Region
CZ	Vysocina	Vysocina
CZ	Carlsbad Region	Carlsbad Region
CZ	Hradec Králové Region	Hradec Kralove Region
CZ	Liberec Region	Liberec Region
CZ	Olomouc Region	Olomouc Region
CZ	Moravian-Silesian Region	Moravian-Silesian Region
CZ	Pardubice Region	Pardubice Region
CZ	Plzeň Region	Plzen Region
CZ	Central Bohemia	Central Bohemia
CZ	Ústí nad Labem Region	Usti nad Labem Region
CZ	Zlín	Zlin
DE	Thuringia	Thuringia
DE	Schleswig-Holstein	Schleswig-Holstein
DE	Saxony-Anhalt	Saxony-Anhalt
DE	Saxony	Saxony
DE	Saarland	Saarland
DE	Rheinland-Pfalz	Rheinland-Pfalz
DE	North Rhine-Westphalia	North Rhine-Westphalia
DE	Lower Saxony	Lower Saxony
DE	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern
DE	Hesse	Hesse
DE	Hamburg	Hamburg
DE	Bremen	Bremen
DE	Brandenburg	Brandenburg
DE	State of Berlin	State of Berlin
DE	Bavaria	Bavaria
DE	Baden-Wurttemberg	Baden-Wurttemberg
DJ	Tadjourah	Tadjourah
DJ	Obock	Obock
DJ	Djibouti	Djibouti
DJ	Dikhil	Dikhil
DJ	Ali Sabieh	Ali Sabieh
DJ	Arta	Arta
DK	Capital Region	Capital Region
DK	Central Jutland	Central Jutland
DK	North Denmark	North Denmark
DK	Zealand	Zealand
DK	South Denmark	South Denmark
DM	Saint Peter Parish	Saint Peter Parish
DM	Saint Paul Parish	Saint Paul Parish
DM	Saint Patrick Parish	Saint Patrick Parish
DM	Saint Mark Parish	Saint Mark Parish
DM	Saint Luke Parish	Saint Luke Parish
DM	Saint Joseph Parish	Saint Joseph Parish
DM	Saint John Parish	Saint John Parish
DM	Saint George Parish	Saint George Parish
DM	Saint David Parish	Saint David Parish
DM	Saint Andrew Parish	Saint Andrew Parish
DO	Valverde Province	Valverde Province
DO	Santiago Rodríguez	Santiago Rodriguez
DO	Santiago Province	Santiago Province
DO	San Pedro de Macorís	San Pedro de Macoris
DO	San Juan Province	San Juan Province
DO	San Cristóbal	San Cristobal
DO	Sánchez Ramírez	Sanchez Ramirez
DO	Samaná	Samana
DO	Hermanas Mirabal	Hermanas Mirabal
DO	Puerto Plata	Puerto Plata
DO	Peravia	Peravia
DO	Pedernales Province	Pedernales Province
DO	Nacional	Nacional
DO	Monte Plata Province	Monte Plata Province
DO	Monte Cristi Province	Monte Cristi Province
DO	Monseñor Nouel	Monsenor Nouel
DO	María Trinidad Sánchez	Maria Trinidad Sanchez
DO	La Vega	La Vega
DO	La Romana	La Romana
DO	La Altagracia Province	La Altagracia Province
DO	Independencia	Independencia
DO	Hato Mayor Province	Hato Mayor Province
DO	Espaillat Province	Espaillat Province
DO	El Seíbo	El Seibo
DO	Elías Piña	Elias Pina
DO	Duarte Province	Duarte Province
DO	Dajabón	Dajabon
DO	Barahona Province	Barahona Province
DO	Baoruco Province	Baoruco Province
DO	Azua Province	Azua Province
DO	San José de Ocoa	San Jose de Ocoa
DO	Santo Domingo Province	Santo Domingo Province
DZ	Tlemcen	Tlemcen
DZ	Tizi Ouzou	Tizi Ouzou
DZ	Tissemsilt	Tissemsilt
DZ	Tipaza	Tipaza
DZ	Tindouf	Tindouf
DZ	Tiaret	Tiaret
DZ	Tébessa	Tebessa
DZ	Tamanrasset	Tamanrasset
DZ	Souk Ahras	Souk Ahras
DZ	Skikda	Skikda
DZ	Sidi Bel Abbès	Sidi Bel Abbes
DZ	Sétif	Setif
